ID_SF,Spé_A,Spé_B,Spé_C,PT1Spé_A,PT1Spé_B,PT1Spé_C,PT1Anglais,PT2Spé_A,PT2Spé_B,PT2Spé_C,PT2Anglais,PT3Spé_A,PT3Spé_B,PT3Spé_C,PT3Anglais,PMoyenne,PSpé_A,PSpé_B,PMaths_Compl.,TT1Spé_A,TT1Spé_B,TT1Anglais,TT1Maths_Compl.,TT1Maths_Expertes,TT2Spé_A,TT2Spé_B,TT2Anglais,TT2Maths_Compl.,TT2Maths_Expertes,Tmoyenne,Ecrit_Français,Oral_Français,Moyenne_Bac_Français,Spé_abandonnée,Spé_abandonnée_note,Anglais1ère_Eval.,Anglais2ème_Eval.,Anglais3ème_Eval.,Moyenne_Bac,Bonus_Scientifique,Note_bac,complet_/_incomplet,Grand_Classé,Etape_de_jury,Précisions_Dossier,Note_Profil_Ecole,Vœux_EPITA,Vœux_ESME,Vœux_IPSA,Vœux_Sup'Biotech,Ecole_d'Oral,Campus_d'Oral,Jury_Advance,Méthode_de_travail,Autonomie,Engagement_citoyen,Capacité_à_s'investir,Niveau_de_la_classe,Avis_sur_la_capacité_à_réussir,Autres_éléments
0010800002swajpAAA,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,19,10.68,8.78,16,,,,,,,,,13.456,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,8.11,6.2,17.14,,,,,,,,9.878,11,11,11,Physique-Chimie,7,16,,,8.714,Oui,10.602,Complet,Non,Validé,,8,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,ESME,Paris,Sup'Biotech,Assez_satisfaisante,Satisfaisante,Non,Assez_satisfaisante,Bon,Peu_démontrée,
0010800002swbuRAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,3.5,8.47,8.39,13.29,9.83,10.98,8.78,11,,,,,9.089,Mathématiques,Physique-Chimie,Non,10.41,12.14,15.28,,11.33,5.94,10.35,17.75,,12,11.566,13,13,13,Sciences_de_la_vie_et_de_la_Terre,9,16,,,10.714,Oui,10.567,Complet,Non,Validé,,8,,Paris,,Paris,ESME,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Bon,Peu_démontrée,Un_ensemble_convenable_sur_l'année
0010800002swb48AAA,Mathématiques,Physique-Chimie,Sciences_de_l'ingénieur,10,13.88,9.89,8.47,,,,,,,,,10.699,Mathématiques,Physique-Chimie,Non,11,11.28,9,,,,,,,,10.556,10,10,10,Sciences_de_l'ingénieur,10,14.5,,,10,Oui,10.432,Complet,Non,Validé,,8,Paris,Paris;_Lille,Paris,Paris,ESME,Paris,ESME,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Satisfaisante,"Elève_volontaire_et_motivé,_qui_fournit_les_efforts_nécessaires.-Elève_encouragé_en_conseil_de_classe."
0010800002swatlAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,6.5,10.3,10.27,11.95,8.5,9.2,10,9.5,,,,,9.448,Mathématiques,Physique-Chimie,Non,7.5,13.57,9.72,,,11,11.2,11.8,,,10.802,9,9,9,Sciences_de_la_vie_et_de_la_Terre,11,,,,10.143,Oui,10.198,Complet,Non,Validé,,8,Paris,Paris,Paris,Paris,EPITA,Paris,EPITA,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Moyen,Satisfaisante,
0010800002swaYrAAI,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Physique-Chimie,10.2,12.75,6.5,14.68,10.5,15.01,7.9,15.8,,,,,11.429,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Non,4.69,11.67,8.86,,,11.67,12.89,11,,,10.148,10,10,10,Physique-Chimie,8,15,,,8.857,Oui,10.145,Complet,Non,Validé,,8,,Paris,Paris,Paris,Sup'Biotech,Paris,Sup'Biotech,Satisfaisante,Satisfaisante,Non,Satisfaisante,Assez_bon,Assez_satisfaisante,
0010800002swacQAAQ,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,10.36,11.29,8.46,13.49,10,12.67,1.15,14.25,,,,,9.965,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,8.59,11.39,13.59,7.5,,6.47,10.49,12.67,,,10.297,13,13,13,Mathématiques,5,15.5,,,8.429,Oui,9.637,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Assez_satisfaisante,Satisfaisante,Non,Peu_démontrée,Bon,Peu_démontrée,
0010800002swcThAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,6.13,8.33,8.49,12.63,7.44,13.47,10.18,15.75,,,,,10.043,Mathématiques,Physique-Chimie,Non,7,7.62,12.19,,,7.14,6.06,15.54,,,8.84,10,10,10,Sciences_de_la_vie_et_de_la_Terre,10,14.5,,,10,Oui,9.549,Complet,Non,Validé,,8,,,Paris;_Toulouse;_Cycle_anglophone,Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Assez_satisfaisante,
0010800002swcRTAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9,8,10,10,9,8,11,10,,,,,9.333,Mathématiques,Physique-Chimie,Non,2.04,6.94,18.9,,,4.98,7.81,11.67,,,8.127,12,12,12,Sciences_de_la_vie_et_de_la_Terre,11,9.5,,,11.429,Oui,9.479,Complet,Non,Validé,,8,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,EPITA,Assez_satisfaisante,Assez_satisfaisante,Non,Satisfaisante,Bon,Assez_satisfaisante,
0010800002swbswAAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9,8.73,10.69,12.34,11.5,11.09,2.67,13.38,,,,,9.729,Mathématiques,Physique-Chimie,Non,7.5,8.81,13.88,,,8.5,6.7,13.93,,,9.521,10,10,10,Sciences_de_la_vie_et_de_la_Terre,7,11.5,,,8.286,Oui,9.213,Complet,Non,Validé,,8,Cycle_anglophone;_Paris,,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,IPSA,Paris,IPSA,Assez_satisfaisante,Assez_satisfaisante,Oui,Assez_satisfaisante,Assez_bon,Assez_satisfaisante,
0010800002swc3IAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,10,13,8.7,10.65,9,13,7.7,12,,,,,10.452,Mathématiques,Physique-Chimie,Non,6.7,7.9,7.8,,,9.5,10.8,7,,,8.364,9,9,9,Sciences_de_la_vie_et_de_la_Terre,9,10,,,9,Oui,9.181,Complet,Non,Validé,,8,Cycle_anglophone;_Paris,Paris;_Lille;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,ESME,Paris,ESME,Satisfaisante,Satisfaisante,Oui,Très_satisfaisante,Très_bon,Satisfaisante,délégué_suppléant-BAFA_jusqu'au_stade_2-éducateur_sportif_dans_un_club_de_foot_-A_participé_à_des_maraudes_au_sein_d'une_association-A_participé_avec_MJC_au_nettoyage_de_la_ville-Diplôme_des_premiers_secours_?_formation_longue_(PSC1)-Médiateur_au_collège_pour_aider_à_gérer_les_conflits_entre_élèves-
0010800002swbUHAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11,9,9.82,9.55,,,,,,,,,9.862,Mathématiques,Physique-Chimie,Non,10.2,8,8.31,,,,,,,,8.885,9,9,9,Sciences_de_la_vie_et_de_la_Terre,8,12,,,8.429,Oui,9.041,Complet,Non,Validé,,8,Paris,,Paris,Paris,IPSA,Paris,IPSA,Assez_satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,
0010800002swc3EAAQ,Mathématiques,Sciences_economiques_et_sociales,"Langues,_littératures_et_cultures_étrangères_et_régionales",4,10,9.33,11.4,5.88,10,15.8,13.29,,,,,9.804,Mathématiques,Sciences_economiques_et_sociales,Non,10.5,9.5,13,,,8.4,13.5,7,,,10.345,9,9,9,"Langues,_littératures_et_cultures_étrangères_et_régionales",13,5.5,,,11.286,Non,8.372,Complet,Non,Validé,,8,Lyon,Paris;_Cycle_anglophone,,Lyon,ESME,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Assez_satisfaisante,
0010800002swcOdAAI,,,,6,8,12,10,6,12,14,10,,,,,9.733,,,Non,10,8,12,,,4,12,14,,,9.727,8,10,8.667,,13,,,,11.143,Non,8.123,Complet,Non,Validé,"scolarité_espagnole_en_France,_spé_A_maths,_B_phy_ch,_C_SVT",8,Paris,Paris,Paris,Paris,Sup'Biotech,Paris,Sup'Biotech,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Bon,Peu_démontrée,Il_est_impliqué_dans_un_stage_de_secourisme_lors_duquel_il_développe_son_goût_pour_les_sports.
0010800002swayYAAQ,Sciences_de_la_vie_et_de_la_Terre,"Langues,_littératures_et_cultures_étrangères_et_régionales",Mathématiques,12,10.5,8.5,10.75,,,,,,,,,10.417,Sciences_de_la_vie_et_de_la_Terre,"Langues,_littératures_et_cultures_étrangères_et_régionales",Oui,8.75,12.2,12.8,8,,8.28,11.6,9.4,10,,10.451,10,10,10,Mathématiques,9,10,,,9.429,Non,8.107,Complet,Non,Validé,,8,,,,Paris;_Lyon,Sup'Biotech,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Non,Assez_satisfaisante,Très_bon,Satisfaisante,
0010800002swbfDAAQ,Sciences_de_la_vie_et_de_la_Terre,Sciences_economiques_et_sociales,"Histoire-Géographie,_Géopolitique_et_Science_politiques",11.94,10.25,10.83,7.5,12.7,11.26,7.75,9.25,,,,,10.306,Sciences_de_la_vie_et_de_la_Terre,Sciences_economiques_et_sociales,Oui,9.85,10.08,10.85,10.2,,9.47,12.28,9.5,14,,10.353,9,9,9,"Histoire-Géographie,_Géopolitique_et_Science_politiques",10,10.5,,,9.571,Non,8.083,Complet,Non,Validé,,8,,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,VisioConférence,VisioConférence,ESME,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Satisfaisante,
0010800002swbxTAAQ,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,2.5,8.6,4.6,3.4,,,,,,,,,4.867,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,2.2,9.2,4.4,,,5.3,11.5,7,,,6.682,10,10,10,Physique-Chimie,7,13,,,8.286,Oui,6.619,Complet,Non,Validé,,8,Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lyon,,Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Assez_satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Assez_satisfaisante,
0010800002swcdWAAQ,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,18.8,13.5,18,16.5,18.5,16,17,17,,,,,16.923,Mathématiques,Physique-Chimie,Non,14.82,14.5,18.5,,16.5,15.65,15,16.17,,14.49,15.631,14,15,14.333,Sciences_economiques_et_sociales,18,15.5,,,16.429,Oui,16.258,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,VisioConférence,VisioConférence,EPITA,Satisfaisante,Satisfaisante,Non,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swcagAAA,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,15.3,14.2,13.6,14.8,16.9,14.7,16,17,,,,,15.273,Mathématiques,Physique-Chimie,Non,17.5,15.6,16.3,,13.5,17.7,17.2,15.5,,11.8,16.7,16,16,16,Sciences_economiques_et_sociales,15,11,,,15.429,Oui,15.891,Complet,Non,Validé,,9,Paris;_Lyon,Paris;_Bordeaux;_Lille;_Lyon,Paris,Paris,ESME,Lille,Indifférencié,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swb8PAAQ,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,"Langues,_littératures_et_cultures_étrangères_et_régionales",17,11.25,19,10.75,,,,,,,,,14.75,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,16,15,19.5,,,,,,,,16.591,11,11,11,"Langues,_littératures_et_cultures_étrangères_et_régionales",19,,,,15.571,Oui,15.733,Complet,Non,Validé,,9,Paris,Paris,Paris,Paris,EPITA,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Assez_bon,Satisfaisante,
0010800002swc96AAA,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,15.9,10.53,19.5,16.67,,,,,,,,,15.582,Mathématiques,Physique-Chimie,Non,11.45,15.5,18.25,,11,16.79,14.88,15.8,,14.9,15.301,13,13,13,Numérique_et_Sciences_Informatiques,19,19,,,16.429,Oui,15.724,Complet,Non,Validé,,9,,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone,EPITA_/_IPSA,Toulouse,Indifférencié,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swcd2AAA,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Sciences_economiques_et_sociales,17.1,16.2,17.7,16.7,16.4,19.6,16.4,12.2,,,,,16.677,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,12.6,17.8,13.3,,13.8,14.1,8.7,14.4,,15.3,13.45,15,15,15,Sciences_economiques_et_sociales,18,16.5,,,16.714,Oui,15.397,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,,,Paris,ESME,Paris,EPITA,Assez_satisfaisante,Satisfaisante,Non,Assez_satisfaisante,Bon,Très_satisfaisante,
0010800002swcC1AAI,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",17.7,16.2,17.8,14.5,15.6,11.2,16.5,17,,,,,15.817,Mathématiques,Physique-Chimie,Non,12.5,12.6,13.8,,12,16.5,15.8,16.7,,16.9,14.595,12,12,12,"Langues,_littératures_et_cultures_étrangères_et_régionales",18,19,,,15.429,Oui,15.212,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Paris,EPITA,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,"Un_élève_très_sérieux_et_investi,_de_la_finesse."
0010800002swbYxAAI,Mathématiques,Physique-Chimie,"Histoire-Géographie,_Géopolitique_et_Science_politiques",17.2,11.9,14,13.9,14.9,14.8,16,15.3,,,,,14.76,Mathématiques,Physique-Chimie,Non,13.4,13,18.4,,9.5,13.9,13.9,17.4,,13.4,14.736,16,16,16,"Histoire-Géographie,_Géopolitique_et_Science_politiques",16,20,,,16,Oui,15.122,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Indifférencié,Satisfaisante,Satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbajAAA,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",13,16.25,14.87,14.4,,,,,,,,,14.645,Mathématiques,Physique-Chimie,Non,13.66,13.63,16.59,,12.65,,,,,,14.448,14,14,14,"Langues,_littératures_et_cultures_étrangères_et_régionales",16,20,,,15.143,Oui,14.716,Complet,Non,Validé,,9,,Paris,,Paris,ESME,Paris,ESME,Satisfaisante,Très_satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,
0010800002swchXAAQ,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",12.65,15.25,17.14,16.35,,,,,,,,,15.281,Mathématiques,Physique-Chimie,Non,12.59,12.99,14.56,,,,,,,,13.273,14,14,14,"Langues,_littératures_et_cultures_étrangères_et_régionales",17,20,,,15.714,Oui,14.608,Complet,Non,Validé,,9,,,Paris;_Cycle_anglophone,Paris,EPITA,Paris,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,Élevè_qui_s'investit_dans_son_rôle_de_délégué_de_classe.
0010800002swbtVAAQ,Mathématiques,Numérique_et_Sciences_Informatiques,Physique-Chimie,9.15,16,10,14.28,15.62,15.71,15.44,8,,,,,13.151,Mathématiques,Numérique_et_Sciences_Informatiques,Non,15.2,19,12.8,,19.3,17.8,17.06,16.75,,16.9,16.586,14,14,14,Physique-Chimie,13,12.5,,,13.429,Oui,14.608,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris,Paris,Cycle_anglophone,EPITA,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"Un_très_bon_ensemble_d'un_élève_dont_le_recul,_la_solidité_des_connaissances_et_la_puissance_de_travail_sont_autant_de_qualités_qui_permettront_la_réussite_dans_des_filières_scientifiques_sélectives_de_très_bon_niveau."
0010800002swbgOAAQ,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,17.5,15.5,15.4,13.3,12.6,11.9,15.3,11.6,,,,,14.25,Mathématiques,Physique-Chimie,Non,16.3,14.2,14,,14.2,15.5,14.4,12.2,,12.1,14.555,13,13,13,Sciences_economiques_et_sociales,15.35,7,,,14.343,Oui,14.4,Complet,Non,Validé,,9,Paris,Paris,,Paris,EPITA,Paris,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,
0010800002swafDAAQ,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",12.48,14.7,15.3,19.18,14,17.5,16.4,15.88,,,,,15.557,Mathématiques,Physique-Chimie,Non,10.4,11.2,14.4,,9.2,10.5,16.09,16.9,,14.46,13.03,13,13,13,"Langues,_littératures_et_cultures_étrangères_et_régionales",16,17,,,14.714,Oui,14.293,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Très_satisfaisante,
0010800002swaefAAA,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",13.83,14.17,18.08,15,12.45,14.33,16.71,15,,,,,14.943,Mathématiques,Physique-Chimie,Non,11.8,11.1,16.8,,11.1,9,11,15.3,,12.4,12.177,14,14,14,"Langues,_littératures_et_cultures_étrangères_et_régionales",18,18,,,16.286,Oui,14.24,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Assez_satisfaisante,Satisfaisante,Oui,Satisfaisante,Bon,Satisfaisante,
0010800002swc6pAAA,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,16.8,17.6,11.4,10,16.5,17,11.7,11.3,,,,,14.263,Mathématiques,Physique-Chimie,Non,16.1,18.6,13.6,,15.1,16.1,18.4,12.8,,17.8,16.182,11,11,11,Sciences_economiques_et_sociales,12,7,,,11.571,Oui,14.223,Complet,Non,Validé,,9,,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris;_Lyon,ESME,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swaXlAAI,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,16,15,16,16.35,,,,,,,,,15.803,Mathématiques,Physique-Chimie,Non,11.58,14.16,12,,,13.33,8.16,13.39,,,12.05,15,15,15,Numérique_et_Sciences_Informatiques,15,15,,,15,Oui,14.061,Complet,Non,Validé,,9,Paris;_Lyon;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon,Paris;_Toulouse,Paris,EPITA,Paris,EPITA,Satisfaisante,Satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbDmAAI,Mathématiques,Physique-Chimie,Numérique_et_Sciences_Informatiques,10.11,10.45,15.1,18.24,12.17,11.9,14.05,19.57,,,,,13.618,Mathématiques,Physique-Chimie,Non,10.8,11.82,15.33,,5,14.9,15.54,16.5,,15.5,13.988,14,14,14,Numérique_et_Sciences_Informatiques,15,20,,,14.571,Oui,14.052,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,VisioConférence,VisioConférence,Indifférencié,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Très_satisfaisante,
0010800002swaXvAAI,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,"Humanités,_Littérature_et_Philosophie",14.3,14.8,15,15.4,10.8,14.7,11.2,13.1,,,,,13.623,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,13,14.1,15,,,12,11.8,15.4,,,13.4,16,16,16,"Humanités,_Littérature_et_Philosophie",14,20,,,14.857,Oui,13.904,Complet,Non,Validé,,9,,Lyon,,Lyon,EPITA,Strasbourg,Indifférencié,Très_satisfaisante,Satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swcKUAAY,Mathématiques,Physique-Chimie,Sciences_economiques_et_sociales,16.57,17,15,12.25,7,,,,,,,,13.633,Mathématiques,Physique-Chimie,Non,15.9,9.25,16,,,15.6,11.5,,,,13.526,14,14,14,Sciences_economiques_et_sociales,15,14.5,,,14.571,Oui,13.872,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Toulouse,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,IPSA,Paris,Indifférencié,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,"Une_bonne_année_dans_les_disciplines_scientifiques._Les_connaissances_des_deux_spécialités_sont_maîtrisées._Shiva_prépare_parallèlement_à_ses_cours,_les_concours_d'accès_en_école_d'ingénieur_post-bac."
0010800002swcFcAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,16.4,13.83,15.5,16.5,16.82,13.61,14.5,16,,,,,15.338,Mathématiques,Physique-Chimie,Non,11.39,9.6,10.36,,9.07,14.19,14.73,14.92,,7.67,12.522,13,13,13,Sciences_de_la_vie_et_de_la_Terre,15,16.5,,,14.143,Oui,13.853,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,IPSA,Paris,IPSA,Satisfaisante,Satisfaisante,Non,Satisfaisante,Bon,Très_satisfaisante,"Élève_motivée_dont_les_résultats_ne_font_que_progresser_car_cette_dernière_est_assidue,_à_l'écoute_des_conseils_qui_lui_sont_prodigués."
0010800002swb82AAA,Mathématiques,Numérique_et_Sciences_Informatiques,Sciences_de_l'ingénieur,15.4,15.33,14.9,17.14,9.7,10,15.5,17.25,,,,,14.216,Mathématiques,Numérique_et_Sciences_Informatiques,Non,7.23,15.05,18.29,,12.25,13.01,13.5,17.93,,13.75,13.81,9,9,9,Sciences_de_l'ingénieur,16,16.5,,,13,Oui,13.689,Complet,Non,Validé,,9,Cycle_anglophone;_Paris,Paris;_Cycle_anglophone,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,EPITA,Paris,EPITA,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Assez_bon,Très_satisfaisante,Choix_d'orientation_parfaitement_cohérents_avec_les_capacités_de_l'élève._-Elève_sérieux_à_l'attitude_exemplaire.
0010800002swcBSAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.1,15.5,15.2,16.5,,,,,,,,,15.247,Mathématiques,Physique-Chimie,Non,11.1,10.6,14.6,,6.7,,,,,,11.873,11,11,11,Sciences_de_la_vie_et_de_la_Terre,17,17.5,,,14.429,Oui,13.652,Complet,Non,Validé,,9,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,IPSA,Paris,Indifférencié,Assez_satisfaisante,Assez_satisfaisante,Non,Satisfaisante,Bon,Très_satisfaisante,
0010800002swbCaAAI,Mathématiques,Physique-Chimie,"Langues,_littératures_et_cultures_étrangères_et_régionales",12.47,11.29,14.63,13.77,13.83,13.25,13.67,15.42,,,,,13.471,Mathématiques,Physique-Chimie,Non,11.5,14,14.46,,12.5,12.88,13.15,16,,11.25,13.523,12,12,12,"Langues,_littératures_et_cultures_étrangères_et_régionales",15,15.5,,,13.714,Oui,13.565,Complet,Non,Validé,,9,Cycle_anglophone;_Paris,Paris,Paris;_Cycle_anglophone,Cycle_anglophone;_Paris,EPITA,Paris,EPITA,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Satisfaisante,"Des_aptitudes,_des_connaissances_et_un_sérieux_qui_lui_permettront_de_réussir_dans_les_orientations_demandées."
0010800002swalFAAQ,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Physique-Chimie,12,14,12.5,12.74,12,12,12,15.08,,,,,12.715,Mathématiques,Sciences_de_l'ingénieur_et_sciences_physiques,Non,11.5,18,12.2,,,14,16.5,15.5,,,14.686,12,12,12,Physique-Chimie,13,11.5,,,12.571,Oui,13.46,Complet,Non,Validé,,9,Paris,Paris,Paris,Paris,IPSA,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
